Subdistrict;Month;PopDensity;Rainfall;RainfallLag1;RainfallLag2;RainfallLag3;TempAvg;HumRev;WindSpeed;AtmPress;BuiltArea;Crops;Water;Trees;FloodedVegetation;DengueIncidence
Sedayu;Aug-19;1390;0;5,27;0;68,55;23,92;83,88;4,86;100,68;1940,25;847,38;51,05;585,73;0,00;2
Sedayu;Sep-19;1395;5,27;0;5,27;0;24,54;81,88;4,99;100,73;1939,75;853,59;50,94;580,40;0,00;1
Sedayu;Oct-19;1401;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;1936,68;860,72;50,85;575,61;0,00;4
Sedayu;Nov-19;1408;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;1930,52;868,75;50,75;571,63;0,00;8
Sedayu;Dec-19;1415;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;1920,82;877,70;50,66;568,68;0,00;2
Sedayu;Jan-20;1450;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;1907,12;887,56;50,56;567,01;0,00;9
Sedayu;Feb-20;1457;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;1889,26;898,30;50,46;566,84;0,00;4
Sedayu;Mar-20;1464;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;1868,06;909,64;50,36;568,27;0,00;6
Sedayu;Apr-20;1471;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;1844,57;921,24;50,27;571,38;0,00;4
Sedayu;May-20;1477;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;1819,82;932,74;50,18;576,27;0,00;2
Sedayu;Jun-20;1482;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;1794,76;943,76;50,10;583,05;0,00;3
Sedayu;Jul-20;1487;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;1770,31;953,91;50,04;591,85;0,00;4
Sedayu;Aug-20;1492;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;1747,35;962,79;49,99;602,85;0,00;1
Sedayu;Sep-20;1496;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;1726,69;969,97;49,96;616,22;0,00;0
Sedayu;Oct-20;1500;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;1709,14;975,03;49,95;632,20;0,00;1
Sedayu;Nov-20;1503;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;1695,45;977,56;49,97;651,05;0,00;0
Sedayu;Dec-20;1506;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;1686,39;977,15;50,03;673,08;0,00;0
Sedayu;Jan-21;;;;;;;;;;;;;;;
Sedayu;Feb-21;;;;;;;;;;;;;;;
Sedayu;Mar-21;;;;;;;;;;;;;;;
Sedayu;Apr-21;;;;;;;;;;;;;;;
Sedayu;May-21;;;;;;;;;;;;;;;
Sedayu;Jun-21;;;;;;;;;;;;;;;
Sedayu;Jul-21;;;;;;;;;;;;;;;
Sedayu;Aug-21;;;;;;;;;;;;;;;
Sedayu;Sep-21;;;;;;;;;;;;;;;
Sedayu;Oct-21;;;;;;;;;;;;;;;
Sedayu;Nov-21;;;;;;;;;;;;;;;
Sedayu;Dec-21;;;;;;;;;;;;;;;
Sedayu;Jan-22;;;;;;;;;;;;;;;
Sedayu;Feb-22;;;;;;;;;;;;;;;
Sedayu;Mar-22;;;;;;;;;;;;;;;
Sedayu;Apr-22;;;;;;;;;;;;;;;
Sedayu;May-22;;;;;;;;;;;;;;;
Sedayu;Jun-22;;;;;;;;;;;;;;;
Sedayu;Jul-22;;;;;;;;;;;;;;;
Sedayu;Aug-22;;;;;;;;;;;;;;;
Sedayu;Sep-22;;;;;;;;;;;;;;;
Sedayu;Oct-22;;;;;;;;;;;;;;;
Sedayu;Nov-22;;;;;;;;;;;;;;;
Sedayu;Dec-22;;;;;;;;;;;;;;;
Pajangan;Jan-17;1069;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1191,21;217,51;62,51;1506,67;0,98;0
Pajangan;Feb-17;1071;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1271,70;215,17;61,96;1419,76;0,90;2
Pajangan;Mar-17;1074;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1349,41;213,35;61,47;1345,12;0,82;1
Pajangan;Apr-17;1076;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;1423,55;212,00;61,04;1281,06;0,74;1
Pajangan;May-17;1078;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;1493,42;211,09;60,67;1226,18;0,66;0
Pajangan;Jun-17;1080;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;1558,38;210,60;60,34;1179,32;0,57;2
Pajangan;Jul-17;1082;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;1617,93;210,48;60,07;1139,49;0,49;0
Pajangan;Aug-17;1083;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;1671,65;210,71;59,85;1105,87;0,41;0
Pajangan;Sep-17;1085;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;1719,24;211,27;59,67;1077,78;0,33;0
Pajangan;Oct-17;1086;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;1760,53;212,13;59,53;1054,62;0,25;0
Pajangan;Nov-17;1088;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;1795,45;213,27;59,43;1035,91;0,16;1
Pajangan;Dec-17;1089;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;1824,03;214,66;59,37;1021,21;0,08;3
Pajangan;Jan-18;1090;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;1846,40;216,29;59,34;1010,17;0,00;0
Pajangan;Feb-18;1091;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;1862,82;218,12;59,35;1002,47;0,01;1
Pajangan;Mar-18;1091;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;1873,73;220,07;59,38;997,86;0,02;0
Pajangan;Apr-18;1092;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;1879,67;222,07;59,45;996,12;0,03;0
Pajangan;May-18;1092;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;1881,24;224,01;59,53;997,07;0,04;1
Pajangan;Jun-18;1093;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;1879,05;225,81;59,64;1000,54;0,05;0
Pajangan;Jul-18;1093;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;1873,76;227,38;59,77;1006,38;0,05;0
Pajangan;Aug-18;1093;0;0;47,46;15,82;24,37;80,75;5,06;100,65;1866,04;228,61;59,91;1014,46;0,06;0
Pajangan;Sep-18;1093;15,82;0;0;47,46;25,37;80,19;4,90;100,63;1856,54;229,41;60,07;1024,65;0,07;0
Pajangan;Oct-18;1093;36,91;15,82;0;0;26,31;79,56;4,80;100,58;1845,91;229,67;60,23;1036,83;0,08;1
Pajangan;Nov-18;1092;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;1834,80;229,32;60,40;1050,89;0,09;0
Pajangan;Dec-18;1092;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;1823,85;228,25;60,58;1066,71;0,10;0
Pajangan;Jan-19;1075;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;1813,65;226,38;60,75;1084,19;0,11;3
Pajangan;Feb-19;1075;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;1804,68;223,70;60,92;1103,17;0,14;3
Pajangan;Mar-19;1076;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;1796,83;220,40;61,09;1123,42;0,17;2
Pajangan;Apr-19;1077;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;1789,86;216,72;61,26;1144,63;0,21;6
Pajangan;May-19;1078;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;1783,54;212,89;61,44;1166,50;0,24;12
Pajangan;Jun-19;1080;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;1777,64;209,12;61,62;1188,69;0,28;5
Pajangan;Jul-19;1082;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;1771,93;205,62;61,81;1210,83;0,31;2
Pajangan;Aug-19;1085;0;5,27;0;68,55;23,92;83,88;4,86;100,68;1766,20;202,58;62,00;1232,54;0,34;2
Pajangan;Sep-19;1089;5,27;0;5,27;0;24,54;81,88;4,99;100,73;1760,21;200,16;62,21;1253,38;0,38;0
Pajangan;Oct-19;1093;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;1753,75;198,54;62,44;1272,93;0,41;4
Pajangan;Nov-19;1097;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;1746,61;197,90;62,68;1290,72;0,44;4
Pajangan;Dec-19;1102;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;1738,58;198,43;62,94;1306,27;0,48;2
Pajangan;Jan-20;1127;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;1729,46;200,32;63,22;1319,09;0,51;9
Pajangan;Feb-20;1132;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;1719,13;203,74;63,52;1328,85;0,61;6
Pajangan;Mar-20;1137;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;1707,84;208,56;63,85;1335,79;0,71;19
Pajangan;Apr-20;1141;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;1695,92;214,60;64,20;1340,36;0,82;12
Pajangan;May-20;1146;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;1683,69;221,64;64,57;1343,01;0,92;3
Pajangan;Jun-20;1150;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;1671,45;229,46;64,95;1344,19;1,02;1
Pajangan;Jul-20;1154;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;1659,52;237,81;65,35;1344,39;1,12;1
Pajangan;Aug-20;1157;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;1648,19;246,40;65,77;1344,08;1,23;0
Pajangan;Sep-20;1160;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;1637,74;254,88;66,19;1343,74;1,33;1
Pajangan;Oct-20;1163;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;1628,45;262,86;66,63;1343,85;1,43;0
Pajangan;Nov-20;1166;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;1620,60;269,91;67,08;1344,87;1,54;1
Pajangan;Dec-20;1168;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;1614,46;275,59;67,54;1347,31;1,64;1
Pajangan;Jan-21;;;;;;;;;;;;;;;
Pajangan;Feb-21;;;;;;;;;;;;;;;
Pajangan;Mar-21;;;;;;;;;;;;;;;
Pajangan;Apr-21;;;;;;;;;;;;;;;
Pajangan;May-21;;;;;;;;;;;;;;;
Pajangan;Jun-21;;;;;;;;;;;;;;;
Pajangan;Jul-21;;;;;;;;;;;;;;;
Pajangan;Aug-21;;;;;;;;;;;;;;;
Pajangan;Sep-21;;;;;;;;;;;;;;;
Pajangan;Oct-21;;;;;;;;;;;;;;;
Pajangan;Nov-21;;;;;;;;;;;;;;;
Pajangan;Dec-21;;;;;;;;;;;;;;;
Pajangan;Jan-22;;;;;;;;;;;;;;;
Pajangan;Feb-22;;;;;;;;;;;;;;;
Pajangan;Mar-22;;;;;;;;;;;;;;;
Pajangan;Apr-22;;;;;;;;;;;;;;;
Pajangan;May-22;;;;;;;;;;;;;;;
Pajangan;Jun-22;;;;;;;;;;;;;;;
Pajangan;Jul-22;;;;;;;;;;;;;;;
Pajangan;Aug-22;;;;;;;;;;;;;;;
Pajangan;Sep-22;;;;;;;;;;;;;;;
Pajangan;Oct-22;;;;;;;;;;;;;;;
Pajangan;Nov-22;;;;;;;;;;;;;;;
Pajangan;Dec-22;;;;;;;;;;;;;;;
Pandak;Jan-17;2056;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1358,03;844,02;21,36;124,92;17,73;10
Pandak;Feb-17;2050;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1383,19;829,87;21,96;113,22;12,23;6
Pandak;Mar-17;2044;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1406,52;817,79;22,45;102,66;8,71;1
Pandak;Apr-17;2039;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;1428,00;807,60;22,84;93,17;6,39;4
Pandak;May-17;2035;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;1447,65;799,16;23,13;84,63;4,83;2
Pandak;Jun-17;2031;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;1465,45;792,31;23,31;76,98;3,75;1
Pandak;Jul-17;2028;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;1481,45;786,95;23,39;70,11;2,99;0
Pandak;Aug-17;2025;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;1495,66;782,94;23,38;63,97;2,45;2
Pandak;Sep-17;2023;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;1508,14;780,20;23,27;58,49;2,07;3
Pandak;Oct-17;2022;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;1518,93;778,61;23,09;53,59;1,80;0
Pandak;Nov-17;2022;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;1528,10;778,09;22,83;49,22;1,62;0
Pandak;Dec-17;2022;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;1535,72;778,54;22,50;45,32;1,51;0
Pandak;Jan-18;2022;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;1541,86;779,90;22,12;41,86;1,45;2
Pandak;Feb-18;2024;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;1546,61;782,06;21,69;38,79;1,44;1
Pandak;Mar-18;2026;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;1550,09;784,93;21,21;36,07;1,47;1
Pandak;Apr-18;2028;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;1552,41;788,36;20,70;33,70;1,55;2
Pandak;May-18;2031;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;1553,71;792,26;20,16;31,63;1,66;6
Pandak;Jun-18;2035;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;1554,10;796,48;19,60;29,86;1,82;4
Pandak;Jul-18;2040;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;1553,73;800,92;19,03;28,36;2,02;1
Pandak;Aug-18;2045;0;0;47,46;15,82;24,37;80,75;5,06;100,65;1552,72;805,44;18,45;27,11;2,26;1
Pandak;Sep-18;2050;15,82;0;0;47,46;25,37;80,19;4,90;100,63;1551,21;809,91;17,86;26,11;2,56;0
Pandak;Oct-18;2057;36,91;15,82;0;0;26,31;79,56;4,80;100,58;1549,32;814,21;17,28;25,35;2,91;0
Pandak;Nov-18;2064;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;1547,19;818,19;16,71;24,82;3,32;1
Pandak;Dec-18;2071;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;1544,95;821,71;16,14;24,53;3,79;2
Pandak;Jan-19;2114;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;1542,74;824,65;15,59;24,47;4,32;4
Pandak;Feb-19;2122;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;1540,65;826,89;15,06;24,66;4,92;0
Pandak;Mar-19;2128;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;1538,70;828,48;14,55;25,08;5,57;3
Pandak;Apr-19;2134;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;1536,85;829,49;14,06;25,72;6,27;3
Pandak;May-19;2139;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;1535,08;830,01;13,61;26,56;6,98;17
Pandak;Jun-19;2143;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;1533,39;830,13;13,20;27,60;7,69;14
Pandak;Jul-19;2146;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;1531,73;829,92;12,82;28,81;8,34;6
Pandak;Aug-19;2149;0;5,27;0;68,55;23,92;83,88;4,86;100,68;1530,10;829,46;12,48;30,19;8,89;6
Pandak;Sep-19;2150;5,27;0;5,27;0;24,54;81,88;4,99;100,73;1528,47;828,85;12,18;31,72;9,30;13
Pandak;Oct-19;2151;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;1526,82;828,16;11,94;33,39;9,52;13
Pandak;Nov-19;2151;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;1525,12;827,49;11,74;35,17;9,50;8
Pandak;Dec-19;2150;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;1523,37;826,91;11,59;37,02;9,23;5
Pandak;Jan-20;2121;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;1521,53;826,50;11,49;38,92;8,69;18
Pandak;Feb-20;2119;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;1519,59;826,34;11,45;40,82;7,92;13
Pandak;Mar-20;2118;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;1517,50;826,41;11,46;42,73;7,01;13
Pandak;Apr-20;2117;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;1515,26;826,69;11,51;44,68;6,07;14
Pandak;May-20;2117;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;1512,81;827,15;11,59;46,68;5,15;5
Pandak;Jun-20;2117;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;1510,13;827,78;11,70;48,77;4,31;9
Pandak;Jul-20;2117;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;1507,20;828,55;11,83;50,98;3,58;4
Pandak;Aug-20;2118;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;1503,97;829,43;11,97;53,36;2,97;1
Pandak;Sep-20;2119;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;1500,42;830,41;12,12;55,95;2,47;3
Pandak;Oct-20;2120;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;1496,53;831,44;12,26;58,81;2,08;3
Pandak;Nov-20;2122;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;1492,25;832,52;12,38;62,00;1,79;2
Pandak;Dec-20;2123;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;1487,57;833,62;12,49;65,60;1,60;2
Pandak;Jan-21;;;;;;;;;;;;;;;
Pandak;Feb-21;;;;;;;;;;;;;;;
Pandak;Mar-21;;;;;;;;;;;;;;;
Pandak;Apr-21;;;;;;;;;;;;;;;
Pandak;May-21;;;;;;;;;;;;;;;
Pandak;Jun-21;;;;;;;;;;;;;;;
Pandak;Jul-21;;;;;;;;;;;;;;;
Pandak;Aug-21;;;;;;;;;;;;;;;
Pandak;Sep-21;;;;;;;;;;;;;;;
Pandak;Oct-21;;;;;;;;;;;;;;;
Pandak;Nov-21;;;;;;;;;;;;;;;
Pandak;Dec-21;;;;;;;;;;;;;;;
Pandak;Jan-22;;;;;;;;;;;;;;;
Pandak;Feb-22;;;;;;;;;;;;;;;
Pandak;Mar-22;;;;;;;;;;;;;;;
Pandak;Apr-22;;;;;;;;;;;;;;;
Pandak;May-22;;;;;;;;;;;;;;;
Pandak;Jun-22;;;;;;;;;;;;;;;
Pandak;Jul-22;;;;;;;;;;;;;;;
Pandak;Aug-22;;;;;;;;;;;;;;;
Pandak;Sep-22;;;;;;;;;;;;;;;
Pandak;Oct-22;;;;;;;;;;;;;;;
Pandak;Nov-22;;;;;;;;;;;;;;;
Pandak;Dec-22;;;;;;;;;;;;;;;
Srandakan;Jan-17;1626;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1035,19;561,92;112,88;38,74;7,91;1
Srandakan;Feb-17;1619;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1033,80;567,00;112,72;36,82;8,11;0
Srandakan;Mar-17;1613;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1032,57;571,42;112,53;35,14;8,35;0
Srandakan;Apr-17;1608;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;1031,49;575,21;112,31;33,66;8,64;2
Srandakan;May-17;1603;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;1030,56;578,40;112,09;32,37;8,98;0
Srandakan;Jun-17;1599;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;1029,76;581,01;111,84;31,24;9,36;1
Srandakan;Jul-17;1596;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;1029,08;583,08;111,60;30,25;9,78;0
Srandakan;Aug-17;1593;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;1028,51;584,64;111,35;29,40;10,25;0
Srandakan;Sep-17;1591;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;1028,05;585,72;111,10;28,67;10,75;1
Srandakan;Oct-17;1589;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;1027,67;586,37;110,87;28,06;11,29;0
Srandakan;Nov-17;1588;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;1027,38;586,62;110,64;27,54;11,87;0
Srandakan;Dec-17;1588;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;1027,16;586,52;110,43;27,11;12,47;1
Srandakan;Jan-18;1588;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;1027,00;586,09;110,25;26,77;13,10;2
Srandakan;Feb-18;1589;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;1026,89;585,39;110,09;26,51;13,74;1
Srandakan;Mar-18;1591;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;1026,82;584,47;109,98;26,33;14,38;0
Srandakan;Apr-18;1593;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;1026,79;583,39;109,92;26,22;15,00;0
Srandakan;May-18;1596;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;1026,77;582,20;109,94;26,20;15,57;0
Srandakan;Jun-18;1600;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;1026,76;580,96;110,04;26,24;16,05;0
Srandakan;Jul-18;1604;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;1026,75;579,72;110,25;26,37;16,43;1
Srandakan;Aug-18;1609;0;0;47,46;15,82;24,37;80,75;5,06;100,65;1026,73;578,55;110,58;26,57;16,68;0
Srandakan;Sep-18;1615;15,82;0;0;47,46;25,37;80,19;4,90;100,63;1026,68;577,50;111,04;26,86;16,75;0
Srandakan;Oct-18;1621;36,91;15,82;0;0;26,31;79,56;4,80;100,58;1026,60;576,62;111,66;27,22;16,64;0
Srandakan;Nov-18;1628;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;1026,48;575,97;112,45;27,68;16,33;0
Srandakan;Dec-18;1636;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;1026,30;575,60;113,43;28,22;15,79;0
Srandakan;Jan-19;1681;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;1026,06;575,56;114,62;28,86;15,04;0
Srandakan;Feb-19;1688;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;1025,74;575,90;116,04;29,60;14,10;4
Srandakan;Mar-19;1694;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;1025,34;576,61;117,65;30,43;13,02;1
Srandakan;Apr-19;1700;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;1024,85;577,67;119,44;31,34;11,88;2
Srandakan;May-19;1704;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;1024,26;579,04;121,37;32,32;10,74;6
Srandakan;Jun-19;1708;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;1023,56;580,71;123,39;33,34;9,64;3
Srandakan;Jul-19;1711;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;1022,76;582,66;125,48;34,41;8,61;2
Srandakan;Aug-19;1712;0;5,27;0;68,55;23,92;83,88;4,86;100,68;1021,83;584,85;127,59;35,49;7,67;1
Srandakan;Sep-19;1713;5,27;0;5,27;0;24,54;81,88;4,99;100,73;1020,78;587,28;129,67;36,56;6,84;1
Srandakan;Oct-19;1713;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;1019,59;589,91;131,68;37,60;6,11;0
Srandakan;Nov-19;1713;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;1018,26;592,72;133,58;38,58;5,50;2
Srandakan;Dec-19;1711;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;1016,79;595,69;135,30;39,48;4,99;2
Srandakan;Jan-20;1678;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;1015,16;598,79;136,80;40,27;4,58;5
Srandakan;Feb-20;1676;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;1013,38;601,99;138,04;40,92;4,27;4
Srandakan;Mar-20;1674;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;1011,48;605,22;139,04;41,44;4,05;3
Srandakan;Apr-20;1672;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;1009,51;608,39;139,85;41,84;3,89;3
Srandakan;May-20;1671;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;1007,51;611,41;140,52;42,17;3,80;7
Srandakan;Jun-20;1670;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;1005,52;614,18;141,10;42,42;3,76;2
Srandakan;Jul-20;1670;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;1003,58;616,63;141,64;42,63;3,77;1
Srandakan;Aug-20;1670;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;1001,75;618,66;142,19;42,83;3,83;0
Srandakan;Sep-20;1670;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;1000,04;620,17;142,80;43,03;3,94;0
Srandakan;Oct-20;1670;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;998,52;621,07;143,53;43,26;4,09;2
Srandakan;Nov-20;1671;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;997,22;621,28;144,44;43,56;4,29;0
Srandakan;Dec-20;1673;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;996,18;620,70;145,58;43,93;4,53;1
Srandakan;Jan-21;;;;;;;;;;;;;;;
Srandakan;Feb-21;;;;;;;;;;;;;;;
Srandakan;Mar-21;;;;;;;;;;;;;;;
Srandakan;Apr-21;;;;;;;;;;;;;;;
Srandakan;May-21;;;;;;;;;;;;;;;
Srandakan;Jun-21;;;;;;;;;;;;;;;
Srandakan;Jul-21;;;;;;;;;;;;;;;
Srandakan;Aug-21;;;;;;;;;;;;;;;
Srandakan;Sep-21;;;;;;;;;;;;;;;
Srandakan;Oct-21;;;;;;;;;;;;;;;
Srandakan;Nov-21;;;;;;;;;;;;;;;
Srandakan;Dec-21;;;;;;;;;;;;;;;
Srandakan;Jan-22;;;;;;;;;;;;;;;
Srandakan;Feb-22;;;;;;;;;;;;;;;
Srandakan;Mar-22;;;;;;;;;;;;;;;
Srandakan;Apr-22;;;;;;;;;;;;;;;
Srandakan;May-22;;;;;;;;;;;;;;;
Srandakan;Jun-22;;;;;;;;;;;;;;;
Srandakan;Jul-22;;;;;;;;;;;;;;;
Srandakan;Aug-22;;;;;;;;;;;;;;;
Srandakan;Sep-22;;;;;;;;;;;;;;;
Srandakan;Oct-22;;;;;;;;;;;;;;;
Srandakan;Nov-22;;;;;;;;;;;;;;;
Srandakan;Dec-22;;;;;;;;;;;;;;;
Sanden;Jan-17;1325;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1174,04;975,24;42,12;24,78;0,84;4
Sanden;Feb-17;1320;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1185,46;971,00;41,53;21,88;1,47;0
Sanden;Mar-17;1316;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1195,60;967,61;41,00;19,59;2,19;3
